id,latitude,longitude,text
6.2746353478446285E17,51.466172,0.113983,VAMOS RAFA 💕
6.2746353638247629E17,51.507362,-0.221336,I'm at @Westfield London in Shepherd's Bush  Greater London https://t.co/MmDwtMULZm
6.2746355271507149E17,51.525495,-0.11651,الحياة حلوة 😉  _____________________________________ #London #seriously #chilling #LifeIsBeautiful… https://t.co/ykvWAZtUwU
6.2746357339724186E17,51.516306,-0.174397,I'm at KFC in Paddington  Greater London https://t.co/4bK7bICwFd
6.2746359008622592E17,51.465986,-1.281401,Can you recommend anyone for this #Insurance #job? http://t.co/a094o9h6wp #Berkshire  UK #Hiring #CareerArc
6.2746360291255501E17,51.496779,-0.142379,Show 3 @ Billy Elliot the Musical https://t.co/SzKiJznrs1
6.2746360507675853E17,51.499722,0.250278,#Thurrock #Weather 01/1400 Fcast:Fine  possible showers |Temp:26.7°C| Hum:38% UV:4 Sunset:20:48hrs |Baro:1020.0hpa Steady|WindGust 9.9mph
6.2746360555491328E17,51.397001,0.020481,@DaveHendrick_AI He blocked them Dave! Lol.
6.2746363614819942E17,51.517646,-0.096147,I'm at Museum of London in London  Greater London https://t.co/1LrmRrbF9E
6.2746366542440448E17,51.518742,-0.20725,Aqui estoy esperando a mi Hugh Grant  pero creo q me emborracharé solo XD #NottingHill #Portobello… https://t.co/xkUdlbXI0V
6.2746368961297203E17,51.643169,-0.070173,Why can't I find VIKINGS on Netflix!!
6.2746368996531405E17,51.525344,-0.110286,The complete magic of brunch 😄 @ Café Pistou https://t.co/GDipZm8q29
6.2746369242733363E17,51.4766,-0.009973,Drinking a Chocolate Porter by @MeantimeBrewing at @greenwichunion — http://t.co/bpqZMOw1Xg
6.2746370355483853E17,52.249926,0.753033,I love my dog http://t.co/dVxiZZQF5A
6.2746370918360269E17,51.51251,-0.089496,Just joined snapchat let's have some fun! Add me gregpidcock :)) #snapchat #vibes #internet @ City of… https://t.co/fnYtA6LWpq
6.2746372358684262E17,51.5308,-0.2248,Back to basic💔 #fixing @ Kensal Green https://t.co/PnRp2B9edZ
