id,latitude,longitude,text
6.4585978586746061E17,51.499363,-0.192471,Devon Cream Tea #miyaintheUK @ The Muffin Man Tea Shop https://t.co/rsIuzPKw6Q
6.4585983731057869E17,51.501694,-0.127117,This #Hospitality #job might be a great fit for you: CATERING ASSISTANT in Fleet  Hants - http://t.co/LW9lAIZNpX #Fleet #Hiring #CareerArc
6.4585984413892198E17,51.512342,-0.115142,#Repost voguekorea with repostapp. ・・・ 📡#LFW #VOGUEATTACKS 📡 서울에서 열렸던 @LouisVuitton 의 #SERIES2 전시… https://t.co/UyKrDXoIXQ
6.4585985035063296E17,51.527031,-0.108037,L'Escalier nouveau @ The Old Finsbury Town Hall https://t.co/ScTQvJSiFR
6.4585986667071078E17,51.431296,-0.090198,It says a lot about this country's elite that we're grateful that it was a pig for once and not a child
6.4585995592969421E17,51.333649,-0.474495,#blogging and editing #today @hannahparky need to get you and wey84 in a #space #together to get this… https://t.co/1Aro4wKuAi
6.458600244981719E17,51.51223,-0.13417,After the beautiful @emiliawickstead show thenetset netaporter in @gucci  chloe #Drew bag and… https://t.co/mwifb9Flvv
6.4586002714894746E17,51.598611,-0.564444,Temp: 12.7°C  Wind:0.0mph  Pressure: 1014.19hpa Falling  Rain Today 0.0mm.  Forecast: Unsettled  precipitation later
6.4586003558367642E17,51.721374,-0.19234,@BBCr4today did I just hear amber rudd saying she couldn't take any risks with energy supply? How about supporting home grown renewables!
6.4586004127116902E17,51.404636,-0.512389,Great day!! Wanna go again @goslingkkate ?? @ THORPE PARK Official https://t.co/QUG53PRDbY
6.458600500245545E17,51.5063,-0.1271,1. #piggate 2. #MoylesIsBack 3. Cameron 4. #mondaymotivation 5. #WWENOC  2015/9/21 08:15 BST #trndnl http://t.co/do7Hdxwcnc
6.4586005191201178E17,51.5063,-0.1271,6. Emmy 7. Viola Davis 8. Bananarama 9. #3YearsOfSetThisWorldOnFire 10. Great Western Railway  2015/9/21 08:15 BST http://t.co/do7Hdxwcnc
6.4586005364434944E17,51.51,-0.135833,Behind the scenes at #OngOajPairam #SS16 #LFW show. http://t.co/phbT5WL0hk @ Hotel Café Royal https://t.co/ejieY3iCfW
6.4586008094087987E17,51.516328,-0.175349,#Desi #desiblitz #desiblog #redcarpet #HouseofiKons #MDC #mannadabholkarcollection #connection… https://t.co/2HrAqq830m
6.4586012847917875E17,51.481159,-0.082172,2 Corinthians 13:14 KJV The grace of the Lord Jesus Christ  and the love of God  and the communion of the Holy Ghost  be with you all. Amen.
6.4586015656421786E17,51.5173,-0.129164,Today's work. #Lfw #osman #berardi #belstaff #aspinal @ The Bloomsbury https://t.co/YLLJf0cDRa
