id,latitude,longitude,text
6.5214485714259149E17,51.5010872,-0.0817515,The new exhibition at the Fashion and Textile Museum in London. #Liberty #fashion #fashionexhibition… https://t.co/qCq6iZQy4w
6.5214487784984166E17,51.5061264,-0.1046657,Staying here all alone  waiting for you to come along 🎶 #vsco #vscocam @ Lonely Planet https://t.co/VLlzvGZKU0
6.5214490374550323E17,51.52943197,-0.08775557,One final lunchbreak at London's best shit cafe. Goodbye  and thanks for all the omelettes. @ The… https://t.co/xnUvMgD7bm
6.5214491210471014E17,51.4446953,-0.0714814,@BarksyMedia Great to meet u up on the walkway! Do let me know if u need any actors  my spotlight link is on my info & my agent is @basmgmt
6.5214496078384333E17,51.5052681,-0.0913053,#daddydaycare #boroughmarket #london #thisislondon @ The Market Porter https://t.co/KUhmQtRKpV
6.5214500672405094E17,51.50602178,-0.0179592,Watch out for a set of new Londoners with pro boxing skills under their belt ✖️ Keep and eye on our… https://t.co/31Q9HxBX7o
6.5214501171943014E17,51.5001524,-0.1262362,We're #hiring! Click to apply: Combustion Engineer - http://t.co/PCw3pI6uBt #Engineering #London  UK #Job #Jobs #CareerArc
6.5214501621569946E17,51.5001524,-0.1262362,Interested in a #ProductMgmt #job near #London? This could be a great fit: http://t.co/DEukoKGvQa #ExpediaJobs #Hiring
6.5214502002417664E17,51.48023622,-0.1975017,Witness by Roots Manuva is #nowplaying in Elk Bar  London.  Download it now at http://t.co/EaCiZuRlwr
6.5214504436793754E17,51.48683531,-0.26735817,@StephenBowman Hello. Send by http://t.co/J4wTdqH7gx
6.5214512234420224E17,51.5849989,-0.2488182,@tallulahhh97 trust me  my life all over😥
6.5214513050635469E17,51.526,-0.078,It's black it's white it's black it's white yeah yeah yeah. labadienabook #snapbacks waiting for… https://t.co/g8sE2i0X24
6.5214518642901402E17,51.51963098,-0.11462361,I'm at Atkin Building https://t.co/RRcLIGJ5i1
6.5214519217939661E17,51.50472619,0.11549306,@jdbrenner21 she was so good!
6.5214519674693222E17,51.47244819,-0.48852281,@BurgerRodeo #KloppForTheKop on a 3-year contract. I'm happy with that. How about you  kid?
6.5214520443931443E17,51.5063,-0.1271,@TonyM921 the 1st mention of 'WISHFULL DREAMING' appears on your TL. Now is Trending Topic in United Kingdom! #trndnl
6.5214520456930918E17,51.68378161,0.68586498,Plume School pupils pick up Jack Petchey Foundation awards http://t.co/5xnQyN0WLy #Maldon #Essex http://t.co/o8IxIMuXKn
6.521452612763689E17,51.5160248,-0.0877292,I'm at Apex London Wall Hotel - @apexhotels in London  Greater London https://t.co/CsElUV46sE
6.5214527453453107E17,51.64234682,0.09587083,#throwbackthursday #topgolf⛳️ #mandem #brothers #beardgang… https://t.co/u0vAvVKtlN
6.5214528921881395E17,51.5063,-0.1271,7 users and 11 tweets (2 RTs) in 20 hours made 'WISHFULL DREAMING' a Trending Topic in United Kingdom. #trndnl
6.5214529145434112E17,51.5063,-0.1271,189 494 people could have seen 'WISHFULL DREAMING' since its 1st mention until it became a Trending Topic. #trndnl
6.5214529301460173E17,51.5063,-0.1271,#Top3Apps for 'WISHFULL DREAMING'  Twitter for iPhone 70% Twitter Web Client 30%  0%
6.5214529797645926E17,51.4467875,0.1112134,Spencer Stone hero of Paris train attempted terrorist attack stapped 4 times in the chest lucky to be alive in America.
6.5214532851940557E17,51.50413823,-0.0933479,#crossbonesgraveyard #borough #london #thisislondon #winchestergeese @ The Cross Bones Graveyard https://t.co/QmqmgzV9Gm
6.5214535016205517E17,51.51832732,0.01369921,Paparapapaaaa #lovekoto 🎼🎶 #mcdonalds forevuh 🍟 @ McDonald's- Canning Town https://t.co/tzHooPnpNr
6.5214539209669018E17,51.4714,-0.0625,LOVE SISTAS FLY sshoppy @ Peckham https://t.co/UkwGBPAScr
6.5214541733802394E17,51.49290864,-0.2546238,You Make Me Feel Brand New by The Stylistics is #nowplaying in Hare & Tortoise.
6.5214541744284467E17,51.55817848,-0.28220621,At Wembley for Children in need - onstage -Sir Tom Jones who will be performing with @lauramvula… https://t.co/XbSM2wDiWJ
6.5214543186703155E17,51.54833333,-0.05027778,Work > Site > Library > Tutorial > Mom. @ Sutton House  London https://t.co/VxA0qaYamy
6.521454986109911E17,51.28860505,-0.35213323,Love this moment from Caroline & Adam's wedding @fetchampark lots more to come! #fetchampark… https://t.co/U6JybIeIt8
6.5214552215788339E17,51.5072,-0.1275,Just posted a photo @ London  United Kingdom https://t.co/ShPLL4czRo
6.5214555413941862E17,51.54116457,0.002793,Reunited with my brumbies! saratoga_rugby_inc #saratogawomensrugby #London #rugby @ King Edward VII https://t.co/roxwtKyafb
6.5214556023375053E17,51.46856274,0.0070848,Here's Georgie being filmed on #Blackheath - the Xmas John Lewis ad in the making?! http://t.co/CsuF4xGcMf
6.5214556992259686E17,51.49916581,-0.16288519,I'm at @Harrods in Knightsbridge  Greater London https://t.co/5HFDyd3ZIY
6.5214560091428454E17,51.313,-0.4742,Frilling. #nerine #rhswisley #alpines @ RHS Garden  Wisley https://t.co/vLFQg5sjdi
6.5214560200065024E17,51.6120355,-0.178561,Interested in a #job near #GlobalLocations? This could be a great fit: http://t.co/YLs63QqQnB #Hiring #CareerArc
6.5214562404591206E17,51.499195,-0.16413553,I'm at Cafe @GodivaUk in Knightsbridge  Greater London  Greater London https://t.co/uQEO40r5p8
6.5214565011770163E17,51.53500714,-0.21977425,I'm at Villa Brasil Continental Cafe in London https://t.co/38D0DXWruF
6.5214566839645389E17,51.5010872,-0.0817515,One of the interesting items in the #Liberty exhibition at the Fashion and Textile Museum.… https://t.co/zqc9beTPXS
6.5214567059429376E17,51.7007401,-0.0344161,If I opened a Brewery  I would brew ales with the names 'In moderation' and 'Responsible' Thinking of all the free advertising.
6.5214572639945114E17,51.48355351,-0.40753574,I'm at The Parkway (Stop CK) https://t.co/dLAhuouBFE
6.5214574891030118E17,51.54872638,-0.07634784,We're on the radio. And we're excited about the new microphone tune in  @ntslive   live till 6pm @… https://t.co/IROZ9gID12
6.5214577304855757E17,51.0522532,-0.7433837,I just began a riding workout using #Endomondo. Peptalk me now @ http://t.co/dITPQykUSv
6.5214577884089549E17,51.54317,0.01033,Congratulations on your Master Graduation! 🎓  Good luck with the future… (w/ Atiya at @uel_news) [pic] — https://t.co/DeBdiGVXeo
6.5214578168457216E17,51.5254173,-0.0777286,Shop AW15 @raoulswagisdead now at  @nolaboutique 👀👌🏼 #kingsofindigo #koi #womenswear #wonensfashion… https://t.co/AJW1yXUjwr
6.5214582112786842E17,53.7218185,-1.7825808,@David_Boreanaz  This will be me at 02:30am after watching #Bones Brother In The Basement in the U.K. http://t.co/oNl0Z1yWOl
