id,latitude,longitude,text
6.5714539983313715E17,51.45902714,-0.00245439,This roast beef will taste amazing!  It smells so good! So proud of me! #boozygravy #boozyfood… https://t.co/hjfFlR7xbT
6.5714548717944832E17,51.5808678,-0.12545,We've got some absolutely cracking iberico ham on at the minute.   #jamoniberico #jamon #ham #food… https://t.co/fnMFd5yADb
6.5714553855558861E17,53.3825099,-3.2275661,#Tides for #HilbreIsland today: 12:32am LW 3.1m  6:25am HW 7.2m  1:14pm LW 3.3m  6:57pm HW 7.6m. #ktt https://t.co/8DFhW0ECmH
6.5714556297898394E17,51.52302563,-0.14965981,اللهم اشفي امي شفائا عاجل غير اجل ي اكرم الاكرمين 🙏❤️ (@ The London Clinic in London) https://t.co/qTYK26dRa3
6.5714558992744448E17,51.509098,-0.141034,I'm at Prada in London  Greater London https://t.co/IJhUG9eBMM
6.5714559069918413E17,51.33222222,-0.55777778,Temp 11.5°C Wind 6mph Press 1013.3hpa Rising Cloud 1910 ft Rain 0.0mm Humidity 73% #Woking #UKWeather
6.571455986264064E17,51.510278,-0.130278,#backtothefuture #october212015 #london #datetime @ Leicester Square https://t.co/H4Ea0SW27S
6.571456161292247E17,51.5087167,-0.12810758,🎨 Damiano Mazza The Rape of Ganymede 1575 national_gallery 🎨 #british #london #curatorialstudies #art… https://t.co/FtsuKjty9L
6.5714564944878797E17,51.50083333,-0.14194444,Queen's Guard. London  England. Nikon D300 SLR #photo #picture #photographer #snapshot #picoftheday… https://t.co/wdEvXPQYWS
6.5714565797159322E17,51.86805556,0.73111111,Wind 4.0 mph WSW. Barometer 1015.24 mb  Rising. Temperature 14.2 °C. Rain today 0.0 mm. Humidity 79%
6.5714566594921267E17,51.53439255,-0.1738748,انا قاعد ببيئة حاضنة @ St. John's Wood London Underground Station https://t.co/5F3DbI3X91
6.571456725510144E17,51.37944444,0.09944444,Wind 0 km/h ---. Barometer 1013.9 mb  Rising. Temperature 13.8 °C. Rain today 0.3 mm. Humidity 74%
6.5714568612376986E17,51.46255891,-0.13714488,Heaven Must Be Missing An Angel by Tavares is #nowplaying in Bison and Bird  London.
6.5714569363565363E17,51.51430253,-0.09396005,Lunch is served @ Pizza Express https://t.co/BEGnX7Gv7g
6.5714570878140006E17,51.51696854,-0.04294153,I'm at @StepneyCityFarm in London  Greater London https://t.co/7s6uubVAy0
6.5714582131879526E17,51.51852935,-0.18176549,Work ... (@ Network Rail Enterprise House in London) https://t.co/Efl1EHou3m
6.5714584247487693E17,51.5535758,-0.1614756,@TamithaSkov please take a look at this could be xmas No1 https://t.co/0vjCCSUxPq with your help me x
6.571458438799319E17,51.52753576,-0.1083848,@SamNasri19 please stand up
6.5714585460479181E17,51.4089851,-0.0253374,Have hung out with @onemorepage and am now getting stuck into plotting chapters of New Thing™. Oh?… https://t.co/MFYdTcyeCh
6.571459445810217E17,51.51,-0.13444444,إلى طفلتى الصغيرة ..  لا تحزني إن خانني الأجلُ..  ما بين جرحٍ وجرحٍ ينبت الأمل..  لا تحزني يا ابنتي… https://t.co/C0T7G29bEM
6.5714600926131405E17,51.4206919,-0.1440679,#Win @AldiUK #Aldihour
6.5714601909685862E17,51.50538977,-0.10739665,Watch Drake Serve Up 'Hotline Bling' on the Tennis Court https://t.co/skGB2zxAci https://t.co/Nersr7N3cp
6.5714602618539213E17,51.45227986,0.05206878,100 bottlles of happines/ #1 @BrancottEstate #SauvignonBlanc #Wine https://t.co/8TfNTWKmWM
6.571460619963351E17,52.39155715,0.65030644,Creepy! @ Centre Parcs-Elvedon Forest  Suffolk https://t.co/izcrjl4BKO
6.5714611551146394E17,51.51726124,-0.12062796,“General Exception” “Colonel Stack Trace” “Private Message”
6.5714613128193638E17,51.51054467,-0.13073342,My childhood!! #rugrats #reptar #nickelodeon #lilbrother #london @ Nickelodeon Store - London https://t.co/sfTC58yjuQ
6.5714616133409587E17,51.5063,-0.1271,Trend Alert: #energyafrica. More trends at https://t.co/do7Hdxwcnc #trndnl https://t.co/08W3WkwA1A
6.5714616465175757E17,51.5063,-0.1271,Trend Alert: 'uefa'. More trends at https://t.co/do7Hdxwcnc #trndnl https://t.co/azXM4SEgGf
6.57146203956736E17,51.51251513,-0.14762878,I'm at @ClaridgesHotel in London  Greater London https://t.co/xVVc4TwhVY
6.5714622938249626E17,50.9280143,-0.4617075,We're #hiring! Read about our latest #job opening here: Assistant Retail Store Manager  Unit 22  The... - https://t.co/EJxazWi9GF #o2jobs
6.5714626277346099E17,51.526,-0.078,Just posted a photo @ Shoreditch https://t.co/ekmaB6dhA4
6.571462966298624E17,51.57097801,-0.09591167,I'm at Simply Organique in London https://t.co/HACGA0eQ12
6.5714633715945882E17,51.51664659,-0.07856834,bloomkitchen in East London...but they're in #Centrallondon TODAY  @epicureanevent @stgilesfields… https://t.co/HmIzACi5iI
6.571463432286208E17,51.49416049,-0.14167159,Talking #DigitalIdentity and #fraud at @eCrime_Congress in London today. #ecrime15 https://t.co/YkEzmGsHpV
6.5714638391755571E17,51.54377718,-0.17396961,London days 💙☔️❤️ #London #photography #perfectday @ Hampstead Theatre https://t.co/tsEqXBk3zZ
6.5714639440328294E17,51.51339983,-0.15670538,I'm at @Primark in London  Greater London https://t.co/dVstfD2WNz
6.5714643061694054E17,51.5271034,-0.0794946,Look who's come for a cheeky stage!? Nick Hill of The Ledbury will be helping cook lunch and dinner… https://t.co/AYUl697JDL
6.5714647102890803E17,51.5719312,0.00416728,Proats ✔️ Proats ✔️ Proats ✔️ Lie in and breakfast in bed this morning 👍🏻 Made protein porridge with… https://t.co/iDcfQ7gMm3
6.5714648214816358E17,51.5,-0.13,Halae  1772  8vo. It appears by medals  was Baduilla  or Badiula. Totila signifies immortal: tod (in German) is death. Todilas  deathless.
6.5714652847840051E17,51.56809412,-0.09417772,I'm at Manor House in London https://t.co/rFg38S4NGC
6.5714652859171635E17,51.5277,-0.08125,Late nite shenanigans with #London's original #ODB #myoldhood @ Hoxton… https://t.co/gfY1gIckmi
6.5714654228185498E17,51.5,-0.13,Compare St Martin  vol. xi. p. 321—325  l. xiv. p. 117. "A most wonderful scene. The B'hagiratha or Ganges issues from the Byzantine
