id,latitude,longitude,text
6.523571236371456E17,51.50510753,-0.01143896,Hogwards dinning hall. #theresmoretocome #idontcare #fatinstravel @ Harry Potter Studio London https://t.co/0kwh2Pk7uD
6.5235720912961946E17,51.895927,0.891874,Today's #tides for #Colchester are: 10:49am HW 3.6m  11:16pm HW 3.9m. #ktt http://t.co/upl7PguzoP
6.5235724959209882E17,51.54883665,-0.13704106,Great work on http://t.co/8VfExXdTjQ
6.5235735187437158E17,51.37627568,-0.09301121,Woke up with a spring in my feet  I'm in a good mood 😆👊
6.5235745933234995E17,51.51440759,-0.15204637,Made a Quick detour through Selfridges yesterday while scoping out the beauty floor! #Philipb… https://t.co/CtjKIEFrDu
6.523577215099904E17,51.88222454,1.22747755,Today's #tides for #BrambleCreek are: 4:09am LW 1.5m  10:21am HW 4.1m  4:42pm LW 1.0m  10:48pm HW 4.3m. #ktt http://t.co/BSaoVe6w49
6.5235772338484838E17,51.55239224,-0.05421915,Play #misty for me #earlymorning #bromptonbicycle #bromptonlife #cyclinglights #pathway #mistymorning… https://t.co/p6b4HSexmb
6.5235783700437402E17,51.59861111,-0.56444444,Temp: 3.7°C  Wind:0.0mph  Pressure: 1022.76hpa Steady  Rain Today 0.0mm.  Forecast: Settled fine
6.5235785862589235E17,51.5063,-0.1271,1. #RedneckIn3Words 2. #FridayFeeling 3. #Love2PartyCov 4. #BuyRevivalOniTunes 5. #Motegi  2015/10/9 06:38 BST http://t.co/do7Hdxwcnc
6.5235786079014502E17,51.5063,-0.1271,6. Bafana Bafana 7. #FIATbyBR 8. #TVD 9. #INDvsHOU 10. #ClassicRockBeverages  2015/10/9 06:38 BST #trndnl http://t.co/do7Hdxwcnc
6.523578634871849E17,51.37633047,-0.0934432,I was in a good mood until I reached the train station 😒
6.5235800555670733E17,51.51219218,-0.14505804,Today I picked my own edit of beauty icons products for the new #globalbeautyicons campaign at… https://t.co/V2Ij5YM51x
6.5235801709100646E17,51.37635289,-0.0934484,Some people are so annoying
6.5235807089557504E17,51.52548865,-0.08594662,No flexin @ CRRSD for me this weekend so i'll reminisce on Bicep b2b Midland @ XOYO #tbt @ XOYO https://t.co/GqzlFgs6rT
6.5235808793279283E17,51.51544613,-0.1942557,Good morning guys  it's 6:3 an time to start the day! (Since I literally was knocked out last night… https://t.co/9JASUufKUk
6.5235811825763942E17,51.3262491,-0.5447811,@asentance @BBCr4today on train so can't hear but at a guess......rates need to go up sooner rather than later?    Be right one day Andrew!
6.5235820929069466E17,51.50918507,-0.10813519,A Yoni Alter designed tote bag for Tate Modern London. #design #graphicdesign #museums #tatemodern… https://t.co/whiCG1MsM1
6.5235847488668058E17,51.49604,-0.186515,Billboard Magazine Full Spread (HQ) http://t.co/LTNI199rrp
6.5235850120180531E17,51.37681673,-0.09343718,I'm standing just behind the yellow line why are people trying to stand in front of me. 😒
6.5235855351310336E17,51.51196761,-0.22431314,I'm at White City London Underground Station in Shepherd's Bush  Greater London https://t.co/nJKSUxsS1U
6.5235859236486758E17,51.5063,-0.1271,'Emma Watson' appeared on Thursday 8 at the 6th place in the Top20 of Worldwide's Trends: http://t.co/H4bIAHJW9n #trndnl
6.5235860660453376E17,51.5063,-0.1271,Did you know that 'Spencer Stone' was Trending Topic on Thursday 8 for 3 hours in United Kingdom? http://t.co/HZXHHDM2pr #trndnl
6.523587421938729E17,51.496038,-0.186618,Revival (Standard Edition Cover) http://t.co/MCCl3v05OX http://t.co/UJcFvyyCeB
6.5235884642641101E17,51.5063,-0.1271,On Thursday 8  #WorldSightDay was Trending Topic in London for 6 hours: http://t.co/ApOtdVTqFL #trndnl
6.5235888788302234E17,51.552033,-0.101785,Is it CLEAR? I hadn't noticed.
6.5235893962398106E17,51.50273626,0.02540471,Thinking 2 & 2 and the old chilli vinegar would go down a treat!!! Just need nick the Greek to join me @janesy6 and life would be sweet
